Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Score),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Level),Custom field (Test Steps),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
DSI40 - On the shop information page: the total number of reviews will be increased when a review is generated.,PS-286,10425,Bug,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,15/Jul/24 12:39 PM,15/Jul/24 1:04 PM,15/Jul/24 3:57 PM,,,0,,"When users enter their reviews, the shop page will be updated. The total number of reviews will increase when a review is generated.",,Trương Lê Minh Nghĩa,712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee,,,,,,,,,,,,,PS-210,,,,,,,,,,,,,,15/Jul/24 1:02 PM;712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee;image-20240715-060158.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10305,15/Jul/24 1:02 PM;712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee;image-20240715-060218.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10306,15/Jul/24 1:02 PM;712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee;image-20240715-060243.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10307,15/Jul/24 1:03 PM;712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee;image-20240715-060303.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10309,15/Jul/24 1:03 PM;712020:7c822e00-0fe9-4a90-a91d-6f3db3b6d5ee;image-20240715-060337.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10313,,,,,,Actual results: no change when users rate the shop,,,,,,,{},,,,,,,The desired result will display a number of Customer Reviews of 2,,,,,,,0|i002lr:,,,,,PS Sprint 2,,,,,,,,,,,,"- Step1: Login account user: 
   + username: sinh12345
   + password: sinh12345
-  Step2: The user visits the store page, then searches for the name of the store the user wants to review
   + shop name: ""shopnew""
- Step3: Chosse shop need Shop review, Click button Shop review
- Step4: Select rating level: <Tệ>, <Tạm Ổn>, <Ổn>, < Tuyệt Vời>, Click button ""đánh giá""
- Step5: Similarly, go back to step 1 - step 4, log in with user account information:
    + username: sinh12345
   + password: sinh12345
-Step6: Login account with role shop:
   + username: Shoper
   + password: 123456
- Step 7: Check to see if there has been a change in the number of user reviews",Fail,,,,,,,,To Do,15/Jul/24 12:39 PM
VDA47 - View Detail Account successful,PS-285,10424,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,15/Jul/24 10:09 AM,15/Jul/24 10:25 AM,15/Jul/24 3:57 PM,15/Jul/24 10:25 AM,,0,,View Detail Account successful,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,,,,,,,,,PS-237,,,,,,,,,,,,,,,,,,15/Jul/24 10:24 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10304,15/Jul/24 10:24 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10302,15/Jul/24 10:24 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10303,,,,,,,,The detail account of user will appear,,,,,,,{},,,,,,,The detail account of user will appear,,,,,,,0|i002lj:,,,,,PS Sprint 3,,,,,,,,,,Unit,,"1. Login with username ""new"" and password ""123456""
2. At avatar icon, click it and click ""Trang cá nhân"" after that",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_991673,,,Done,15/Jul/24 10:25 AM
CB43 - Cancel Booking successful,PS-284,10423,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,15/Jul/24 10:07 AM,15/Jul/24 10:25 AM,15/Jul/24 3:57 PM,15/Jul/24 10:25 AM,,0,,Cancel booking successful,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,,,,,,,,,PS-211,,,,,,,,,,,,,,,,,,15/Jul/24 10:21 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10301,15/Jul/24 10:21 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10300,15/Jul/24 10:21 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;3.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10296,15/Jul/24 10:21 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;4.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10298,15/Jul/24 10:21 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;5.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10297,15/Jul/24 10:21 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;6.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10299,15/Jul/24 10:21 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;7.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10295,,,,"Message ""Hủy đặt lịch thành công"" will appear and status of booking altered to ""đã hủy""",,,,,,,{},,,,,,,"Message ""Hủy đặt lịch thành công"" will appear and status of booking altered to ""đã hủy""",,,,,,,0|i002lb:,,,,,PS Sprint 3,,,,,,,,,,Unit,,"1. Login with username ""new"" and password ""123456""
2. At avatar icon, click it and clik ""Lịch sử đặt hàng"" after that
3. Choose ""Vệ sinh cho thú cưng"" and click ""Xem chi tiết"" button
4. Click button ""Hủy Dịch Vụ"" to cancel booking
5. Enter the reason ""none"" of cancel booking
5. Click ""Xác nhận"" to completed",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1076743,,,Done,15/Jul/24 10:25 AM
SS54 - Search service failed with non-existent keyword,PS-283,10422,Testcase,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,15/Jul/24 7:45 AM,15/Jul/24 7:53 AM,15/Jul/24 3:57 PM,,,0,,Search service failed with non-existent keyword,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,,,,,,,,,PS-89,,,,,,,,,,,,,,,,,,15/Jul/24 7:53 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10285,15/Jul/24 7:53 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10286,15/Jul/24 7:53 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;3.2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10287,,,,,,,,,,,,,,,{},,,,,,,"null service with keyword ""cccc""",,,,,,,0|i002l3:,,,,,PS Sprint 4,,,,,,,,,,Unit,,"At home page, click ""Dịch vụ"" to view list of service

Fill search tab with ""cccc"" to search service",Skip,,,,,,,,To Do,15/Jul/24 7:45 AM
SS53 - Search service successful with existent keyword,PS-282,10421,Testcase,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,15/Jul/24 7:44 AM,15/Jul/24 7:51 AM,15/Jul/24 3:57 PM,,,0,,Search service successful with existent keyword,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,,,,,,,,,PS-89,,,,,,,,,,,,,,,,,,15/Jul/24 7:50 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10284,15/Jul/24 7:50 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10283,15/Jul/24 7:50 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;3.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10282,,,,,,,,,,,,,,,{},,,,,,,"Only service have ""tam"" keyword appear",,,,,,,0|i002kv:,,,,,PS Sprint 4,,,,,,,,,,Unit,,"1. At home page, click ""Dịch vụ"" to view list of service
2. Fill search tab with ""tam"" to search service",Skip,,,,,,,,To Do,15/Jul/24 7:44 AM
US26 - Update service failed with wrong UserId,PS-281,10420,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,15/Jul/24 12:28 AM,15/Jul/24 8:11 AM,15/Jul/24 3:57 PM,15/Jul/24 8:11 AM,,0,,Update service failed with wrong UserId,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,,,,,,,,,PS-100,,,,,,,,,,,,,,,,,,15/Jul/24 8:10 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10290,15/Jul/24 8:10 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10291,,,,,,,,,"Error message appear: ""shop not found""",,,,,,,{},,,,,,,"Error message appear: ""shop not found""",,,,,,,0|i002kn:,,,,,PS Sprint 2,,,,,,,,,,Unit,,"1. Run code of backend
2. Use Postman to test
3. Use API http://localhost:8082/api/v1/service
4. At body - raw - json enter:
{
    ""id"":""50"",
    ""userId"":22,
    ""serviceCategoryId"":1,
    ""serviceName"":""tam cheeeo2"",
    ""serviceDescription"":""338"",
    ""price"":82,
    ""minWeight"":8,
    ""maxWeight"":83,
    ""tags"":""spa""
}
5. Send to execute api",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_27803607,,,Done,15/Jul/24 8:11 AM
US25 - Update service failed with wrong ServiceId,PS-280,10419,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,15/Jul/24 12:27 AM,15/Jul/24 8:11 AM,15/Jul/24 3:57 PM,15/Jul/24 8:11 AM,,0,,Update service failed with wrong ServiceId,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,,,,,,,,,PS-100,,,,,,,,,,,,,,,,,,15/Jul/24 8:10 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10289,15/Jul/24 8:10 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10288,,,,,,,,,"Error message appear: ""Error while update service""",,,,,,,{},,,,,,,"Error message appear: ""Error while update service""",,,,,,,0|i002kf:,,,,,PS Sprint 2,,,,,,,,,,Unit,,"1. Run code of backend
2. Use Postman to test
3. Use API http://localhost:8082/api/v1/service
4. At body - raw - json enter:
{
    ""id"":""50"",
    ""userId"":21,
    ""serviceCategoryId"":1,
    ""serviceName"":""tam cheeeo2"",
    ""serviceDescription"":""338"",
    ""price"":82,
    ""minWeight"":8,
    ""maxWeight"":83,
    ""tags"":""spa""
}
5. Send to execute api",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_27807732,,,Done,15/Jul/24 8:11 AM
US24 - Update service failed with max weight lower than min weight,PS-279,10418,Bug,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,15/Jul/24 12:27 AM,15/Jul/24 12:42 AM,15/Jul/24 3:57 PM,,,0,,Update service failed with invalid weight,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,,,,,,,,,PS-100,,,,,,,,,,,,,,,,,,15/Jul/24 12:41 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10281,15/Jul/24 12:41 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10280,15/Jul/24 12:41 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;3.2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10279,15/Jul/24 12:41 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;4.1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10278,15/Jul/24 12:41 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;4.2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10277,,,,,,,,,,,,,{},,,,,,,The information of service is not changed,,,,,,,0|i002k7:,,,,,PS Sprint 2,,,,,,,,,,Unit,,"Login shop_owner account with username “shoper1” and password “123456”
Click “Dịch vụ” to view list service of account “shoper1”
Choose service “Tắm Rửa” and click “Chỉnh sửa dịch vụ” to update service
Fill all field with                
Tên dịch vụ: “new2”
Category:”Dịch vụ mát xa”
Giá dịch vụ: “40000”
Cân nặng lớn nhất: “2”
Cân nặng nhỏ nhất: “10”
Mô tả dịch vụ: “new2” 
Click “Cập nhật” to update service",Fail,,,,,,,,To Do,15/Jul/24 12:42 AM
US23 - Update service successful,PS-278,10417,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,15/Jul/24 12:27 AM,15/Jul/24 12:39 AM,15/Jul/24 3:57 PM,15/Jul/24 12:39 AM,,0,,Update service successful with valid information,,Nguyen Hang Nhat Huy (K17 HCM),712020:def5c1c0-06da-4df7-a0c5-da91aeadc572,,,,,,,,,PS-100,,,,,,,,,,,,,,,,,,15/Jul/24 12:37 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10276,15/Jul/24 12:37 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;2.1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10273,15/Jul/24 12:37 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;3.1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10275,15/Jul/24 12:37 AM;712020:def5c1c0-06da-4df7-a0c5-da91aeadc572;4.1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10274,,,,,,,The information of service is changed,,,,,,,{},,,,,,,The information of service is changed,,,,,,,0|i002jz:,,,,,PS Sprint 2,,,,,,,,,,Unit,,"
Login shop_owner account with username “shoper1” and password “123456”
Click “Dịch vụ” to view list service of account “shoper1”
Choose service “Tắm Rửa” and click “Chỉnh sửa dịch vụ” to update service
Fill all field with             
             Tên dịch vụ: “new1”
             Category:”Dịch vụ mát xa”
             Giá dịch vụ: “50000”
             Cân nặng lớn nhất: “10”
             Cân nặng nhỏ nhất: “2”
             Mô tả dịch vụ: “new1” 
Click “Cập nhật” to complete updating service",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_718574,,,Done,15/Jul/24 12:39 AM
VUP75 - Viewing records fails when the account has been deleted.,PS-277,10416,Bug,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,14/Jul/24 11:24 PM,14/Jul/24 11:42 PM,15/Jul/24 3:57 PM,,,0,,Verify that the system prevents access to records and displays an appropriate error message when the user's account has been deleted.,,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,,,,,,,,,,,,,PS-275,,,,,,,,,,,,,,14/Jul/24 11:36 PM;712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10271,14/Jul/24 11:36 PM;712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5;2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10272,,,,,,,,,it's still show profile,,,,,,,{},,,,,,,do not show view profile when it was deleted,,,,,,,0|i002jr:,,,,,,,,,,,,,,,Unit,,"Step1 : login with account user ""aaa"" ""123456"".
Step2 : use account admin ""admin"" ""123456"".
Step3 : delete account user has name ""aaa"".
Step4 : user account user""aaa"" to choose profile.",Fail,,,,,,,,To Do,14/Jul/24 11:24 PM
VUP74: View records successfully when account exists.,PS-276,10415,Testcase,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,14/Jul/24 11:13 PM,14/Jul/24 11:19 PM,15/Jul/24 3:57 PM,,,0,,Verify that the system displays all records correctly when the user has an existing account.,,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,,,,,,,,,,,,,PS-275,,,,,,,,,,,,,,14/Jul/24 11:18 PM;712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5;1 (4d6aee55-cb7f-40bc-b1b5-d7c12c580e3a).png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10270,14/Jul/24 11:18 PM;712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5;1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10269,,,,,,,,,all information of this account show up,,,,,,,{},,,,,,,all information of this account show up,,,,,,,0|i002jj:,,,,,PS Sprint 4,,,,,,,,,,Unit,,"Step1 : login with account ""aaa"" ""123456"".
Step2 : click the avata and select ""trang cá nhân"" to show all information",Pass,,,,,,,,To Do,14/Jul/24 11:13 PM
UC-08: View User Profile,PS-275,10414,Story,To Do,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,14/Jul/24 11:11 PM,15/Jul/24 12:00 AM,15/Jul/24 3:57 PM,,,0,,the system displays the user's profile information,,Vo Anh Hao (K17 HCM),712020:8a6de0f7-37ce-47de-ad83-1be1ca7887c5,,,,,,,,,PS-276,PS-277,,,,,,,,,,,,,,,,,,,,,,,,,,,Follow the Testcases below,,,,,,,{},,PS-4,Payment Management,,,,Follow the Testcases below,,purple,,,,,0|i002jb:,,,,,,,,,,,,,,,,,Follow the Testcases below,,,,,,,10143,Payment Management,To Do,14/Jul/24 11:11 PM
VLA80 - Verify role - Just admin role can view list account customer and shop owner,PS-274,10413,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,14/Jul/24 10:42 PM,14/Jul/24 10:51 PM,15/Jul/24 3:57 PM,14/Jul/24 10:47 PM,,0,,Without admin role can not view list account customer and shop owner,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,PS-234,,,,,,,,,,,,,,14/Jul/24 10:51 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;CP49 - step 1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10266,14/Jul/24 10:51 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;Screenshot 2024-07-14 224930.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10265,14/Jul/24 10:51 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;Screenshot 2024-07-14 225005.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10263,14/Jul/24 10:51 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;Screenshot 2024-07-14 225033.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10264,,,,,,,Just log in with admin account can view list account of customer and shop owner,,,,,,,{},,,,,,,Just log in with admin account can view list account of customer and shop owner,,,,,,,0|i002j3:,,,,,,,,,,,,,,,Unit,,"1. Sign in with customer or shopOwner account ( username:  customer, password: 123456 )
2. Check can view list account or not
3. Sign in with admin account ( username : admin, password : 123456)
 4. Check can view list account or not",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_264002,,,Done,14/Jul/24 10:47 PM
CP51 - Verify password - Change password successful ,PS-273,10412,Testcase,Done,PS,N1_NET1804_PETSPA,software,Nguyen Thanh Thang (K17 HCM),712020:adc501f2-387b-4840-90d6-24549c140a6b,,Medium,Done,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,14/Jul/24 10:34 PM,14/Jul/24 10:38 PM,15/Jul/24 3:57 PM,14/Jul/24 10:38 PM,,0,,Customer can change password successfull with valid current password and new password,,Ngo Anh Kiet,712020:f6e02544-91ef-470b-bfa9-afcf8378a285,,,,,,,,,,,,,PS-96,,,,,,,,,,,,,PS-271,14/Jul/24 10:34 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;CP49 - step 1.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10259,14/Jul/24 10:34 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;CP49 - step 2.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10260,14/Jul/24 10:34 PM;712020:f6e02544-91ef-470b-bfa9-afcf8378a285;CP49 - step 3.png;https://thangnt.atlassian.net/rest/api/3/attachment/content/10261,,,,,,,,Show message change password successful,,,,,,,{},,,,,,,Show message change password successful,,,,,,,0|i002iv:,,,,,,,,,,,,,,,Unit,,"1. Sign in with customer or shop owner account ( username: customer, password: 123456 )
2. Go to page profile and choose change password
3. Input the valid current password and new password
4. Choose change button.
5. Sign in with new password",Pass,,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_219492,,,Done,14/Jul/24 10:38 PM
